iter	RMSE
145	1045.310064
146	1039.616119
147	1036.955526
148	1033.531875
149	1029.749898
150	1025.402983
151	1022.796002
152	1020.498998
153	1017.102154
154	1013.800427
155	1010.548488
156	1007.09409
157	1003.303647
158	999.7738916
159	997.111034
160	990.835576
161	987.3678913
162	984.5150809
163	981.1103712
164	978.7037739
165	975.8416318
166	973.201901
167	970.1532054
168	967.6921173
169	963.1978648
170	959.6242664
171	957.5244323
172	954.276877
173	950.0163628
174	945.2642152
175	941.2457043
176	938.8123193
177	936.2560555
178	933.4862192
179	927.8993421
180	923.9630773
181	920.349067
182	917.0774747
183	914.4823508
184	912.261573
185	910.0951653
186	907.7539065
187	905.5947613
188	900.9532055
189	897.9829574
190	894.0573648
191	891.5045197
192	889.560938
193	887.4187964
194	884.0999433
195	881.113918
196	878.1460647
197	876.1971969
198	874.242212
199	872.6996897
200	870.3056973
201	868.8396163
202	864.644017
203	861.0399944
204	858.7748474
205	854.4491687
206	850.8914121
207	848.5488402
208	846.4364226
209	844.6276701
210	840.9807144
211	839.0053789
212	835.7635419
213	832.1293603
214	829.4713758
215	826.6683594
216	822.3712265
217	820.7975908
218	818.704388
219	817.3624963
220	814.1424333
221	810.9856527
222	809.4534999
223	807.5110749
224	805.6673363
225	804.0874262
226	802.1111903
227	798.8454512
228	796.8684238
229	793.1628377
230	790.0762261
231	788.3906514
232	785.7132349
233	784.0119263
234	782.724354
235	780.4180903
236	777.8724666
237	776.6538437
238	773.3476904
239	771.0141337
240	768.3587011
241	766.4809158
242	764.5436318
243	762.6599572
244	760.4196602
245	758.1054989
246	755.9012561
247	754.0606867
248	752.3361314
249	750.0823552
250	747.7848907
251	746.0957905
252	743.3050746
253	741.6155097
254	740.0086257
255	738.452348
256	736.5778614
257	734.6509846
258	732.5127596
259	730.9982865
260	729.496095
261	727.6824134
262	725.8898242
263	724.5173736
264	721.9949021
265	720.5593814
266	717.0725058
267	716.0084615
268	714.6970252
269	713.2366173
270	710.5525276
271	709.1571747
272	706.8015527
273	705.4532418
274	703.1822268
275	701.8619771
276	700.1873375
277	698.9155885
278	696.4402062
279	694.3198725
280	692.8990922
281	691.4767797
282	690.2669518
283	689.3294518
284	687.8036174
285	686.7303287
286	685.3301434
287	683.7971638
288	682.3356732
289	681.3476177
290	679.0775512
291	678.0317616
292	675.9498828
293	674.3109481
294	672.2463855
295	671.2033372
296	669.0453743
297	667.5436503
298	666.5721085
299	664.6043444
300	663.188942
301	662.2180379
302	660.8790491
303	660.0361306
304	657.9780927
305	656.6344695
306	655.2885395
307	654.422932
308	652.7964431
309	651.8185164
310	649.9760935
311	649.1940734
312	648.0138022
313	646.8716021
314	644.8686611
315	643.4888375
316	642.6338829
317	641.3906512
318	640.1798699
319	638.3026672
320	636.7307185
321	635.7483133
322	634.5212606
323	633.3568873
324	631.8220347
325	630.0606666
326	629.2603459
327	627.9821773
328	626.4936486
329	625.5325694
330	624.5227375
331	623.5835321
332	621.8034925
333	621.0095417
334	619.3628906
335	617.957155
336	616.6056033
337	615.7577482
338	614.8006927
339	613.4455485
340	612.4791992
341	611.015779
342	609.9625029
343	608.3813623
344	607.5774596
345	606.2126458
346	604.6660433
347	603.1666637
348	602.0400186
349	601.0687506
350	600.2138218
351	599.2723406
352	598.122066
353	597.0242291
354	596.2518436
355	595.3609677
356	594.6106789
357	593.4965765
358	592.6941685
359	591.6375614
360	590.3300429
361	589.6087783
362	587.9669869
363	586.9029872
364	586.0370657
365	585.1475618
366	584.0887471
367	582.93542
368	582.4105707
369	581.5626442
370	580.7955148
371	579.2202461
372	577.7706071
373	576.8888054
374	576.1544957
375	575.3807077
376	574.8797158
377	573.8589575
378	572.9477526
379	571.8941003
380	571.016194
381	570.2904267
382	569.5826729
383	568.8890125
384	567.7994244
385	567.0016576
386	565.8946719
387	564.6777108
388	563.5798012
389	562.6125494
390	561.3551854
391	559.9502409
392	558.4472465
393	557.7330283
394	556.9886227
395	556.5481884
396	556.0944467
397	554.6450454
398	553.8674535
399	552.743143
400	551.9912932
401	551.3548551
402	550.9257704
403	550.1687162
404	549.4451949
405	548.7426089
406	547.8277663
407	546.4702472
408	545.8284702
409	545.2282789
410	544.6882633
411	543.9546608
412	543.42854
413	543.0896686
414	542.2192525
415	541.4606388
416	540.7513749
417	540.0826184
418	539.5084052
419	538.2876526
420	537.6874666
421	536.8642458
422	536.3672803
423	535.7069806
424	534.5336445
425	533.8684071
426	533.2738193
427	532.5973513
428	531.9931762
429	530.8233715
430	529.9616283
431	529.2439681
432	528.7638642
433	528.3495337
434	527.8922418
435	527.2609898
436	526.2395812
437	525.6641983
438	524.8851012
439	524.4498057
440	523.9434844
441	523.3461444
442	522.8327757
443	522.1109256
444	521.690647
445	520.9444764
446	520.0216401
447	519.4249901
448	519.0049762
449	518.5975165
450	517.524023
451	516.3832242
452	515.839441
453	515.4485645
454	514.9169139
455	514.1960963
456	513.7882783
457	513.2327367
458	512.8347377
459	512.1167278
460	511.6530354
461	511.2896782
462	510.8761888
463	510.5005263
464	510.1362148
465	509.4054479
466	508.7873268
467	507.6822702
468	507.3240762
469	506.4930298
470	505.347405
471	505.0235778
472	504.4888913
473	503.7760804
474	503.2694348
475	502.8878221
476	502.5373261
477	502.1556622
478	501.6641843
479	501.206487
480	500.138307
481	499.7687918
482	499.4171861
483	498.3889713
484	497.0339628
485	496.6709439
486	496.3109064
487	495.8708925
488	495.1465787
489	494.4289822
490	493.8866226
491	493.3693192
492	492.8771391
493	492.3712589
494	492.0179847
495	490.8514754
496	490.3918478
497	489.7976913
498	488.9565337
499	488.6266098
500	487.627909
501	487.0496275
502	486.4884377
503	486.1476196
504	485.7489705
505	484.9825616
506	484.2580876
507	483.7066739
508	483.168942
509	482.3245059
510	481.6405754
511	481.2566387
512	480.9368975
513	480.1452118
514	478.9757807
515	477.517567
516	477.2025015
517	476.7580025
518	476.1146667
519	475.8080609
520	474.5343694
521	474.0944999
522	473.6685712
523	473.2224506
524	472.4394582
525	471.6993504
526	471.4118325
527	471.1217114
528	470.6049288
529	470.2657625
530	469.7659782
531	469.1263111
532	468.6195771
533	467.649522
534	466.6438594
535	466.2479484
536	465.2244403
537	464.5781324
538	464.2517567
539	463.3206761
540	462.7271594
541	461.5613845
542	461.291345
543	460.6323272
544	460.1518693
545	459.25137
546	458.5675902
547	457.8445515
548	457.0420807
549	456.2905191
550	455.4731609
551	455.1218531
552	454.4948186
553	453.7816465
554	453.1044324
555	452.7686143
556	451.9974666
557	451.7102566
558	451.1663684
559	450.8797404
560	450.152543
561	449.7809491
562	448.5721771
563	448.2558451
564	447.0538924
565	446.7185497
566	446.2641531
567	445.4262184
568	444.5665877
569	443.6770605
570	443.2708568
571	442.9218394
572	441.8335131
573	441.0446635
574	440.2024067
575	439.8672238
576	439.5492306
577	438.7403338
578	438.4172478
579	437.7470446
580	436.5853858
581	435.8943079
582	434.9903318
583	434.7160939
584	433.7732082
585	432.8435707
586	431.9920919
587	431.657016
588	431.2319542
589	430.9220809
590	430.5898147
591	429.0567765
592	428.7916494
593	428.1490245
594	427.8722495
595	427.5983353
596	427.2133199
597	426.8685752
598	426.644403
599	426.2714249
600	426.0143373
601	425.2114354
602	424.6531794
603	423.4563428
604	422.9299324
605	422.5915528
606	421.8112474
607	421.5663717
608	420.8704079
609	419.9969508
610	419.4059509
611	418.9364938
612	418.3377848
613	417.7207879
614	417.3957564
615	416.6140739
616	416.3109084
617	415.5110128
618	414.8819863
619	414.5630362
620	413.8227856
621	413.5146717
622	412.7724508
623	412.0268471
624	411.2953358
625	410.9245418
626	410.6286127
627	409.9988657
628	409.6266023
629	409.372068
630	408.7949049
631	408.1654542
632	407.9205111
633	407.1945192
634	406.5979646
635	405.9266712
636	405.3596457
637	405.0602828
638	404.8039947
639	404.5722037
640	404.3344986
641	403.6631616
642	403.0247259
643	402.4071195
644	402.1051558
645	401.9270539
646	401.2898857
647	400.9961603
648	400.4765068
649	399.8131233
650	399.0634732
651	398.7756838
652	398.0982059
653	397.9292201
654	397.4889454
655	397.2696219
656	396.9013974
657	396.1463247
658	395.5196373
659	394.8515175
660	394.5640426
661	393.8244137
662	393.3075259
663	392.6781546
664	391.974628
665	391.3301941
666	391.0657471
667	390.4988945
668	389.9141637
669	389.5738605
670	389.0070069
671	388.4840745
672	387.9925939
673	387.2848841
674	386.5880407
675	385.9668955
676	385.4211066
677	385.0686409
678	384.5395816
679	384.2122527
680	383.8256917
681	383.3134997
682	382.8260028
683	382.2306605
684	381.7321658
685	381.1878232
686	380.6348007
687	380.1025229
688	379.6514178
689	379.0611062
690	378.6889529
691	378.4212857
692	377.9002148
693	377.4125303
694	377.2487377
695	376.3203967
696	375.852393
697	375.2852592
698	374.9255338
699	374.1188626
700	373.5668986
701	373.0159311
702	372.4225601
703	371.7719201
704	371.015504
705	370.5872993
706	370.3625731
707	370.146123
708	369.7539169
709	369.1502283
710	368.6482625
711	368.1637045
712	367.7710741
713	367.3029286
714	366.7977047
715	366.2633806
716	365.9198694
717	364.8139108
718	364.2194471
719	363.6933202
720	363.0434478
721	362.6231961
722	362.2290998
723	361.9697346
724	361.4036562
725	361.0236212
726	360.6566984
727	360.1043526
728	359.7143471
729	359.3549511
730	358.9416057
731	358.4263455
732	358.0765704
733	357.535897
734	357.0702385
735	356.7633506
736	356.3028958
737	355.8411806
738	355.4080806
739	354.7982214
740	354.4022562
741	354.0027702
742	353.6788479
743	353.1423695
744	352.6589034
745	352.2166365
746	351.8275975
747	351.4275148
748	350.9124442
749	350.3476863
750	349.9782358
751	349.5908335
752	349.1711348
753	348.7715977
754	347.9470228
755	347.6252201
756	346.8325953
757	346.5320212
758	346.1182761
759	345.6354165
760	345.2222148
761	344.9591112
762	344.180734
763	343.7290392
764	343.3229261
765	342.8432759
766	342.6228085
767	342.2281435
768	341.7536606
769	341.3722182
770	340.9628647
771	340.4739269
772	340.0138264
773	339.3824675
774	338.9473075
775	338.4670321
776	338.0184582
777	337.5614659
778	337.3534834
779	336.9077353
780	336.4008702
781	336.0691548
782	335.6430865
783	335.2891905
784	334.8354823
785	334.4809033
786	334.2138664
787	334.0132723
788	333.7740209
789	333.4622033
790	333.1086143
791	332.8251296
792	332.5286109
793	332.3088247
794	332.0229787
795	331.42302
796	330.9956587
797	330.6002032
798	330.2714421
799	329.9532523
800	329.7029199
801	329.4349179
802	329.0838533
803	328.8783335
804	328.1225039
805	327.7607409
806	327.4223197
807	327.1843346
808	326.8731697
809	326.5142765
810	326.1603194
811	325.7858289
812	325.4615089
813	325.3500245
814	325.1404149
815	324.901608
816	324.679772
817	324.556498
818	324.5266585
819	324.3622252
820	324.1502452
821	323.8166763
822	323.6135818
823	323.4250679
824	322.9950676
825	322.6767894
826	322.4249285
827	322.2322583
828	321.8593351
829	321.6725948
830	321.2409491
831	320.7210565
832	320.4975717
833	320.0646642
834	319.9130551
835	319.5283517
836	319.2981262
837	318.983019
838	318.61713
839	318.4417801
840	318.2504515
841	318.0768485
842	317.7659876
843	317.5912712
844	317.2879726
845	317.1201895
846	316.766791
847	316.6338894
848	316.3326512
849	316.0353338
850	315.7491824
851	315.4141104
852	315.1234864
853	314.966618
854	314.8288211
855	314.5443031
856	314.3592217
857	314.1369245
858	313.9950322
859	313.7390202
860	313.3054292
861	313.1137091
862	312.9611286
863	312.6536157
864	312.5475351
865	312.3500155
866	311.9808465
867	311.7553781
868	311.4089252
869	310.6685204
870	310.1745698
871	310.0095106
872	309.7755104
873	309.617527
874	309.3307303
875	309.0611974
876	308.8206393
877	308.5692979
878	308.2148073
879	307.9185923
880	307.7218177
881	307.1951745
882	306.6026927
883	306.3577659
884	306.1946558
885	305.9834429
886	305.7123538
887	305.4600289
888	305.0257028
889	304.8633291
890	304.6417223
891	304.4259415
892	304.2704544
893	304.045861
894	303.929208
895	303.7403468
896	303.2761649
897	303.1979354
898	302.9822947
899	302.7869422
900	302.3925053
901	302.0824757
902	301.7941709
903	301.5826185
904	301.3664659
905	301.1938888
906	300.506593
907	300.2093854
908	300.0236956
909	299.7673742
910	299.5159476
911	299.335459
912	299.1368511
913	298.8898413
914	298.7175638
915	298.5420414
916	298.219558
917	298.1082471
918	297.7874401
919	297.6146574
920	297.4773886
921	297.243453
922	296.9767146
923	296.8267011
924	296.6162111
925	296.4242512
926	296.1890081
927	296.0769522
928	295.9091653
929	295.7640862
930	295.3484448
931	294.9741753
932	294.7233295
933	294.475928
934	294.2696218
935	293.8924456
936	293.3058706
937	293.000524
938	292.3378557
939	292.2090103
940	292.0525944
941	291.5176194
942	290.9563732
943	290.7455639
944	290.3035052
945	290.1220788
946	289.549804
947	289.3803135
948	289.0534327
949	288.8623572
950	288.5775784
951	288.0499314
952	287.7756811
953	287.4676387
954	287.4097441
955	286.877852
956	286.5216693
957	286.34856
958	285.9965164
959	285.580817
960	285.0738184
961	284.9586947
962	284.6688932
963	284.4366166
964	284.3876475
965	284.0806002
966	284.0207358
967	283.9142522
968	283.7068588
969	283.4956102
970	283.2629809
971	282.8391234
972	282.7703315
973	282.4882319
974	282.3307436
975	282.2021744
976	282.0544583
977	281.8582594
978	281.511447
979	281.156971
980	280.9882471
981	280.6351221
982	280.2565545
983	279.9804973
984	279.9192623
985	279.7191665
986	279.6546973
987	279.4288785
988	279.110943
989	278.9148666
990	278.8073256
991	278.4623189
992	278.2868794
993	278.1462448
994	277.5967618
995	277.534348
996	277.3722627
997	277.1618058
998	276.6567755
999	276.3394676
