IL ID,R^2 Accuracy
872,0.4672234436122231
1928,0.4658075162648817
277,0.46317033128681884
6,0.4624439057680758
563,0.46240433107040424
1676,0.4618048859967476
1643,0.4600589573114948
1200,0.4583486555648768
67,0.4532897515927905
632,0.4516469942037855
363,0.4506906979333726
1904,0.4479873477440415
1801,0.4450053565934655
474,0.44039761281211653
1034,0.4390895280953885
227,0.43799903992567935
153,0.4366557245371234
1745,0.43565522114181343
471,0.4348798731307024
670,0.43467807118659596
694,0.4315156284069953
1422,0.4311228646796459
61,0.4213456281373331
1075,0.41934438201752255
596,0.41743880698138836
347,0.4173544217204115
687,0.4116135979542025
1831,0.4094539955081915
1315,0.40726870642588175
1452,0.4058665443972056
338,0.40199860740420534
1522,0.3971444988470956
540,0.39573106984052675
1321,0.39533786601579246
953,0.3921553537503075
733,0.3880890934382406
1675,0.3856098548573854
1148,0.38024406043089587
1435,0.3787526614630812
56,0.37851700861763893
1521,0.37654452796831395
1355,0.37545035160126905
759,0.37114048771662933
1356,0.36897524563054973
351,0.36579531201492177
1785,0.3649770596379409
1684,0.36422437963201315
1035,0.36350992795024206
1320,0.35793211401941394
1147,0.3511672344240958
297,0.3509606450110728
1929,0.3338624238392741
1440,0.33348178199696843
576,0.3297006908125768
1032,0.3285323404316923
1778,0.32512560174705196
663,0.32440069069070654
1436,0.3155979423991485
1765,0.3140592364828636
1671,0.3064935774050389
521,0.2991906631020088
728,0.29427999878297983
1424,0.2931531845894835
294,0.29168399236069564
1078,0.27825360193749427
1639,0.27727425575034936
479,0.27520668703959184
1696,0.2740044533131145
660,0.2687068539650985
453,0.26170036020786114
1763,0.2595465725968412
1493,0.2506866595296424
1764,0.24811486289793572
195,0.235537104348579
138,0.2310904977244792
587,0.2252780233503432
458,0.21818101815441426
1797,0.21058177917272292
1157,0.2079709858973774
1415,0.20483500699415436
213,0.20411019024269605
577,0.19111864663028788
863,0.18695166166851973
661,0.18207534330268904
1115,0.17624379255542333
1462,0.17141229654612233
637,0.1699173208930933
700,0.15567436957071135
148,0.15535790125726612
583,0.14782505654749944
162,0.13395963382263198
457,0.12317746494054993
720,0.12166801405168648
1383,0.12007909204599065
1364,0.11861920990156005
295,0.11679664365996634
711,0.11047177319466395
1111,0.10635687866715238
1163,0.10133628964259134
1834,0.09750607921384347
202,0.08753479173588274
761,0.08175298463050806
271,0.08107074262153602
750,0.07724282940156169
1715,0.07696261730520271
282,0.07157041509081807
1186,0.060072251398922916
523,0.053397495994403577
1633,0.052709689567107976
1628,0.05166470087229158
1300,0.03607199554718388
499,0.02636896530699906
581,0.004801875408791845
140,0.003626034560502589
874,0.0
862,0.0
640,0.0
707,0.0
924,0.0
930,0.0
1485,0.0
1191,0.0
1196,0.0
986,0.0
982,0.0
321,0.0
975,0.0
1188,0.0
993,0.0
990,0.0
1184,0.0
1187,0.0
208,0.0
1170,0.0
1145,0.0
1096,0.0
1060,0.0
73,0.0
1138,-0.006440002548097068
1028,-0.007269219213614564
1412,-0.03826312192650971
580,-0.04383594107149569
936,-0.06597402883283543
269,-0.07688504375802552
1360,-0.08010581816009332
1381,-0.10290965879033709
1630,-0.10825753946415384
1414,-0.11708403200482564
197,-0.12253750863818857
163,-0.12271226858896456
1454,-0.1492733096976424
1632,-0.1544491187451471
1741,-0.20020891201372293
1427,-0.2004872963477442
275,-0.234205212660914
1416,-0.24662111484246152
193,-0.25136639845889963
1413,-0.316040313880787
288,-0.3683754877532106
370,-0.3745654737115536
1382,-0.3762178010664379
673,-0.4189081175789995
1861,-0.5944307200000238
606,-0.6531432124225762
1357,-0.6621877401635619
575,-0.6705061839871789
447,-0.6753815026883949
1814,-0.6914802557810127
192,-0.7233988721231557
1195,-0.7417788233091258
779,-0.7441920223274954
1053,-0.8767440179051085
451,-0.9609372781064855
1712,-1.080733010395004
1174,-1.0941682155194639
1718,-1.0958549076652226
1890,-1.1164983933209802
205,-1.1765880490183047
1216,-1.2112273242630351
1016,-1.22384319147866
1011,-1.239674543308861
593,-1.2678804694206058
721,-1.2747833140737628
1793,-1.303388137817385
601,-1.3400134470858416
1965,-1.3475777777777802
332,-1.3849440283878143
315,-1.4782936979785837
1647,-1.4987174211248462
1665,-1.5703896101688746
709,-1.6143537481925234
1553,-1.6681887755101994
1660,-1.7038199298389838
75,-1.743069766691856
582,-1.7594186553019076
1068,-1.7679412630149276
1926,-1.774830992279472
1679,-1.7949523925781277
1835,-1.8322501323298739
1972,-1.873225509750704
1810,-1.886847269357693
1805,-1.9347016633852507
527,-1.935165092238933
1918,-1.9810312010454467
229,-1.9888008371073775
1674,-1.9898756497392687
522,-2.00821606373836
979,-2.0154344462578266
1140,-2.022420374468207
1213,-2.0249659600138723
444,-2.0294397608363277
82,-2.0347700409487524
1960,-2.0409299394278912
1024,-2.046326420427447
1528,-2.097977375383536
1542,-2.108785039977784
446,-2.1125920200549815
530,-2.117601255303049
1574,-2.136520317348431
1405,-2.1390402048516184
310,-2.1409163490709187
1466,-2.1477398831319143
1784,-2.157232906249585
1738,-2.1643764028928345
1469,-2.1938115333215733
1467,-2.201928767943367
1596,-2.2065348931760225
77,-2.212750947656783
988,-2.224008920255379
1128,-2.2350370506360053
1468,-2.2355761083158994
1094,-2.244226196836866
1917,-2.2775762439446368
1409,-2.2785238523094655
1401,-2.280614296982556
1379,-2.2808765522279044
1971,-2.2880666089965422
1962,-2.2895137936290197
1408,-2.2900725769979937
1404,-2.2901326283476173
1402,-2.2934210390685794
1407,-2.298216104935301
869,-2.304087657078302
1066,-2.3275193242207957
1657,-2.327852394253439
726,-2.33155278516812
831,-2.340325889236902
1912,-2.3571510101044906
507,-2.360234679890965
418,-2.3894940176073445
1378,-2.3897583535668816
1913,-2.3972488109393586
1617,-2.439688888888889
1406,-2.4474660713535292
1069,-2.465116572679075
506,-2.465750309824286
626,-2.478198933055809
1727,-2.4794754568124566
1461,-2.523797575245274
1906,-2.531122228231474
1729,-2.535947073585224
76,-2.5506298828824727
866,-2.5522165709963174
309,-2.5561091548707737
1618,-2.559081726354453
1731,-2.5791205184364467
443,-2.6123608662309996
156,-2.6275458722254843
1103,-2.643853837711588
513,-2.6547388113509878
1428,-2.655441924027777
1494,-2.660140076712514
48,-2.6623295519367494
42,-2.663831639995191
1969,-2.6748120654852485
1903,-2.6776351044311038
1658,-2.69702816795583
1661,-2.7207312079923422
871,-2.7280004881961735
11,-2.739005419236772
1501,-2.7562635633680554
1289,-2.781161231151415
343,-2.7896466494789154
1963,-2.79418860636908
1901,-2.809710460056743
1713,-2.854548092449838
1936,-2.867461096650069
1711,-2.909685886327548
296,-2.9287602116684406
1973,-3.0350273545997775
1935,-3.161793820421
752,-3.25134418402778
949,-3.3071240889080284
155,-3.5873937908496334
611,-3.6125362243508716
873,-3.7604612919184257
1178,-3.8560074323213502
1725,-3.917305231584338
943,-4.142655681312971
1937,-4.335908286795184
1934,-4.37897779028926
1938,-4.589874983292504
1812,-4.746043641933799
732,-4.76372663010321
1939,-5.181108520761269
1832,-5.653522699098663
1482,-6.141028456460247
1314,-6.376032705992434
152,-6.49698802924889
1001,-6.623718068891938
672,-6.691502956381276
589,-6.723460746362674
1002,-7.032576114619625
716,-8.097265339663986
1090,-8.110846719999984
1133,-8.192248830474504
125,-8.23449362880886
1165,-8.363120256367006
1179,-8.369663148788929
1180,-8.425223817665987
1297,-8.457435683147697
1198,-8.465245545462457
795,-8.851393489724192
659,-9.117100295888186
94,-9.564024516118321
655,-9.760537229938247
1000,-10.841127688257501
934,-12.896776376143471
836,-14.338287799115964
1158,-15.350067930885306
865,-19.690192829890123
570,-23.82900899581019
1313,-45.25859386434848
1059,-47.96106740085622
1298,-125.5180565760583
1101,-230.75133347575238
22,
29,
30,
53,
59,
65,
126,
145,
150,
210,
221,
222,
223,
228,
238,
251,
255,
279,
325,
326,
327,
533,
534,
536,
537,
566,
569,
571,
578,
584,
624,
884,
890,
896,
941,
1023,
1036,
1054,
1056,
1057,
1062,
1136,
1155,
1192,
1215,
1217,
1296,
1310,
1311,
1312,
1316,
1323,
1333,
1370,
1391,
1395,
1481,
1555,
1576,
1581,
1606,
1607,
1608,
1631,
1635,
1683,
1686,
1709,
1726,
1809,
1862,
1876,
1895,
1897,
1964,
1966,
1967,
1968,
