IL ID,Cation,Anion,a,b,R^2
1535,"pip-2oh,1",ntf2,-0.5362089664527472,0.0026457798849355944,0.9974629956329512
1,"azp-2o1,1",ntf2,-0.8652611090911095,0.0036573249705290755,0.9974393175896404
133,"im-10,1",phen,-0.982040556623521,0.00388950726090128,0.9974366181537462
1907,"s-2,2,2",ntf2,-0.6810838488805839,0.0034599083990468423,0.99743230375761
363,"im-2cn,a",cl,-0.8488631974642568,0.0029934682919163726,0.9974243749725654
343,"im-2cn,1ph",cl,-0.7488075518303827,0.0024033670492746998,0.9974006829318464
287,"im-2,1",scn,-0.6484277508653492,0.0034600735434445846,0.9973874743304902
304,"im-2,1",tcb,-0.7829976976221269,0.004032011465877173,0.9973747987749879
140,"im-12,1",ntf2,-0.8722187593241485,0.00367435660429767,0.997374326784068
525,"im-4,1,1",hso4,-0.8372143367192325,0.0033812523684940824,0.9973536802887732
639,"im-5,1,1",hso4,-0.6924821424193393,0.002851918859471493,0.9973178449575533
555,"im-4,1",bf4,-0.8729804139092437,0.0037587361660080423,0.9972892473607057
1435,"p-4,4,4,4",bes,-0.7081263052256294,0.00256372740249971,0.9971942902429728
1422,"p-4,4,4,1",cl,-0.8331215085289684,0.0029962038298122252,0.9971840236217762
1023,"n-2oh,1,1,1",biot,-1.038304807496922,0.003913184480815938,0.9971645670125162
1675,"py-4,cn[3]",ntf2,-0.8696801616740057,0.0033368874567991343,0.9971614624034972
637,"im-4so3h,1",hso4,-0.6069867194451728,0.002170798002033029,0.9971607750124459
1483,"p-8,4,4,4",cl,-0.8302531262084587,0.0030342800731436837,0.9971577927833969
1111,n-3o1,ac,-1.1672496412226552,0.00437138043844211,0.9971216246809161
1443,"p-4,4,4,4",phen-f[4],-0.8197266199474523,0.0036771729940294957,0.9970629247044782
445,"im-2oh,1",dca,-0.8986853595253909,0.003980615446173282,0.9970402213239056
349,"im-2cn,4",br,-0.6593576535673727,0.002365305742174366,0.9970198087342739
579,"im-4,1",no3,-0.9636817541334098,0.003960238496428785,0.9970190286903386
227,"im-2,1",ac,-0.9590256971092367,0.004007606189053498,0.9970082004367369
1148,"n-4,4,4,4",so3-8[f],-0.9255480988004928,0.0033256791924292854,0.996962681120835
1442,"p-4,4,4,4",phen-f[3],-0.8672468954186526,0.003878566208589984,0.9969192585314692
