iter	RMSE
191	0.6760367417
192	0.6743139967
193	0.6733747315
194	0.6723417672
195	0.6715323525
196	0.6699914141
197	0.6691976638
198	0.6682439311
199	0.6663182972
200	0.6654555188
201	0.6647059877
202	0.6638509037
203	0.6630590751
204	0.6624254363
205	0.6610385808
206	0.6593207092
207	0.6584746095
208	0.6573735382
209	0.6557762802
210	0.6549372321
211	0.653064418
212	0.6522167317
213	0.6509417757
214	0.6490618904
215	0.6472669705
216	0.6459601493
217	0.6445928086
218	0.6434796551
219	0.6422120451
220	0.6413715492
221	0.6407054817
222	0.639779905
223	0.6386002678
224	0.6373097877
225	0.636343136
226	0.6348684816
227	0.6341225629
228	0.6334202503
229	0.6327821347
230	0.6316872174
231	0.6310452492
232	0.6304809141
233	0.6295332644
234	0.6279048722
235	0.6261582928
236	0.6255116111
237	0.6249315321
238	0.6232286029
239	0.6223784938
240	0.6210392129
241	0.6204056772
242	0.6191406676
243	0.6179857837
244	0.6174435154
245	0.6163843567
246	0.6157513712
247	0.6149289757
248	0.6131182496
249	0.612384257
250	0.6118450365
251	0.6105655641
252	0.6090441137
253	0.6086445354
254	0.6082961183
255	0.6075984072
256	0.6065748817
257	0.605681515
258	0.6048068442
259	0.6044338489
260	0.6028647479
261	0.6024162834
262	0.6009263381
263	0.6001925529
264	0.5998749791
265	0.5985401343
266	0.5977881469
267	0.5967501699
268	0.5962174706
269	0.5952641814
270	0.5939689605
271	0.5932040815
272	0.5921723986
273	0.5912461421
274	0.5900987653
275	0.5894751384
276	0.5889130928
277	0.5885042147
278	0.5876936988
279	0.5871280713
280	0.5856631496
281	0.5845935608
282	0.5828698351
283	0.582298875
284	0.581940873
285	0.5816536578
286	0.5805659538
287	0.5802906241
288	0.5786720566
289	0.5782568303
290	0.5776871359
291	0.5766429552
292	0.5756802395
293	0.5748169688
294	0.5739074775
295	0.5723236698
296	0.5711877021
297	0.570396686
298	0.5701716172
299	0.5692975511
300	0.5680030677
301	0.5671756428
302	0.566149911
303	0.5659238439
304	0.5646816957
305	0.5639481726
306	0.5631290951
307	0.5623592411
308	0.5615973573
309	0.5613428321
310	0.5608183246
311	0.5598768129
312	0.5590862132
313	0.5579617964
314	0.5570875221
315	0.556845518
316	0.5559594573
317	0.5545805641
318	0.5539007251
319	0.5536924044
320	0.5527851622
321	0.551542294
322	0.5510211876
323	0.5504894828
324	0.5499985948
325	0.5497982875
326	0.5492232301
327	0.5490296161
328	0.5478964788
329	0.547126193
330	0.5459791597
331	0.545036173
332	0.5442531877
333	0.5429742419
334	0.542499831
335	0.5421032568
336	0.5417441771
337	0.5415569639
338	0.5404553871
339	0.5390600306
340	0.5384923192
341	0.5372714161
342	0.5362202234
343	0.5358435458
344	0.5349194033
345	0.5339995971
346	0.5336970163
347	0.5331090177
348	0.5319283493
349	0.5315162714
350	0.530499907
351	0.5296762379
352	0.5287539193
353	0.5275457842
354	0.527076414
355	0.5262770983
356	0.5259929191
357	0.5257662453
358	0.5248610934
359	0.5246432576
360	0.5244554568
361	0.5236400574
362	0.522769479
363	0.5219111643
364	0.521206956
365	0.5205916319
366	0.5197134817
367	0.5190298014
368	0.5186236776
369	0.5182615104
370	0.5176563683
371	0.5166498871
372	0.5159594976
373	0.5155108232
374	0.5151639094
375	0.5146229372
376	0.5137927737
377	0.5131566991
378	0.5125187612
379	0.5123428753
380	0.5121169897
381	0.5112090797
382	0.5109332987
383	0.5098848588
384	0.5090915012
385	0.5087215855
386	0.5081442179
387	0.5073191321
388	0.5068075499
389	0.5066432175
390	0.5063990943
391	0.5061781124
392	0.5053197931
393	0.5046408254
394	0.5042607625
395	0.5038639466
396	0.5032774802
397	0.5024418965
398	0.502087368
399	0.5012404659
400	0.5006176339
401	0.5001631921
402	0.4995191058
403	0.4990036265
404	0.4981918601
405	0.4973352597
406	0.4966587913
407	0.4958516129
408	0.4950231663
409	0.4947528624
410	0.4940089746
411	0.4930213913
412	0.4923430532
413	0.491805539
414	0.4910459009
415	0.4901532789
416	0.4897021037
417	0.4891766497
418	0.4886709999
419	0.4880861476
420	0.4874475295
421	0.4867620965
422	0.486284003
423	0.4860259147
424	0.4853626719
425	0.4851840959
426	0.4845276711
427	0.4839930183
428	0.4834055857
429	0.4827438951
430	0.4824063038
431	0.482089179
432	0.4815846659
433	0.4808867175
434	0.4807849351
435	0.4800915504
436	0.4796190434
437	0.4789924484
438	0.4783677585
439	0.4781128577
440	0.4775949592
441	0.4769099076
442	0.4767873579
443	0.4765768711
444	0.4758189314
445	0.4751629796
446	0.4743259651
447	0.47404158
448	0.4737187637
449	0.4729839903
450	0.4721579602
451	0.472034397
452	0.4711608998
453	0.470765662
454	0.4705884408
455	0.469719265
456	0.4695886143
457	0.4688424348
458	0.4681403679
459	0.4676661888
460	0.4671686085
461	0.4664675976
462	0.4658546882
463	0.4657144955
464	0.4652953308
465	0.4645423341
466	0.4638240465
467	0.463279027
468	0.4626741398
469	0.4625628687
470	0.4620212933
471	0.4617361979
472	0.4610472654
473	0.4605831925
474	0.4598244804
475	0.4595024499
476	0.4590292809
477	0.458238174
478	0.4577321522
479	0.4571966426
480	0.4565360261
481	0.4560492591
482	0.4555197587
483	0.4553321628
484	0.4549329161
485	0.4541724469
486	0.4534911535
487	0.4533520284
488	0.452906753
489	0.4524687681
490	0.4523004631
491	0.4516168506
492	0.4512546127
493	0.450613223
494	0.450139189
495	0.4490923661
496	0.4486667569
497	0.4481656193
498	0.4475963959
499	0.4471449774
500	0.4465875299
501	0.446510516
502	0.4463346728
503	0.4459834462
504	0.445456712
505	0.4448239545
506	0.4439920906
507	0.4433890299
508	0.4428833041
509	0.4422478834
510	0.4418315505
511	0.4408309559
512	0.4404261661
513	0.4402804203
514	0.4400157582
515	0.4396969713
516	0.4393666931
517	0.4387815688
518	0.4381845649
519	0.437726702
520	0.4373427271
521	0.4372461604
522	0.4370113302
523	0.4366462124
524	0.4360546656
525	0.43550243
526	0.4349561211
527	0.4339979038
528	0.4337151379
529	0.4333563039
530	0.4331583371
531	0.4327063491
532	0.4321426774
533	0.4317248426
534	0.4316517009
535	0.4313161976
536	0.4310424997
537	0.4305907007
538	0.4300521161
539	0.4297128932
540	0.4292390537
541	0.4287565347
542	0.4286633037
543	0.4285391421
544	0.4283210125
545	0.4278927536
546	0.4276397242
547	0.4273820744
548	0.4270021538
549	0.426921896
550	0.4261986445
551	0.4257836413
552	0.4251751934
553	0.4245531474
554	0.4240696008
555	0.4236986678
556	0.4235815665
557	0.4230888773
558	0.4226127741
559	0.4221660437
560	0.4215212662
561	0.4209040338
562	0.4205984067
563	0.4202098887
564	0.4196609946
565	0.4194608488
566	0.4190694133
567	0.4184876495
568	0.4180912649
569	0.4175268931
570	0.4170011288
571	0.4165901604
572	0.4164986117
573	0.4161542209
574	0.4157098058
575	0.4155641431
576	0.4153926104
577	0.4150588294
578	0.4146326216
579	0.4141415141
580	0.4135202795
581	0.412873906
582	0.4124362323
583	0.4123204432
584	0.4119122444
585	0.4114635623
586	0.4110379934
587	0.4107239976
588	0.4106254677
589	0.4104807715
590	0.4102628041
591	0.4096100801
592	0.4092617813
593	0.4089150636
594	0.4084971057
595	0.4081382262
596	0.4077262761
597	0.4076494461
598	0.4072854382
599	0.40685211
600	0.406461424
601	0.4059130161
602	0.4058188022
603	0.405433202
604	0.4050949636
605	0.4047306838
606	0.4043515191
607	0.4039831093
608	0.4030950049
609	0.4025620108
610	0.4023788141
611	0.4021124092
612	0.4019850884
613	0.401904758
614	0.4013949476
615	0.4010437855
616	0.4005669383
617	0.4005127406
618	0.4000455535
619	0.3998111423
620	0.3994991686
621	0.3992356292
622	0.3986502057
623	0.3983936075
624	0.39813098
625	0.3978270711
626	0.3975126621
627	0.3969681191
628	0.3964876762
629	0.3961741118
630	0.3958598725
631	0.395648878
632	0.3954139792
633	0.3950756049
634	0.3948350137
635	0.3945949896
636	0.3943846002
637	0.3939349837
638	0.3938605277
639	0.393792712
640	0.3934940047
641	0.393147517
642	0.3930907888
643	0.39276885
644	0.3924636602
645	0.392120302
646	0.3915452144
647	0.3911428412
648	0.3907853795
649	0.3903133881
650	0.3899974223
651	0.3896691231
652	0.3891925583
653	0.3887377992
654	0.3881826009
655	0.3878427835
656	0.387370657
657	0.3871718252
658	0.387111246
659	0.3868141757
660	0.3867241751
661	0.38665437
662	0.386337058
663	0.3859645612
664	0.385506765
665	0.3849717262
666	0.3846669231
667	0.3844765485
668	0.3840824616
669	0.3835234922
670	0.3829974435
671	0.3826065636
672	0.3825211047
673	0.3822339515
674	0.3821007477
675	0.3819674164
676	0.3815941078
677	0.3814935568
678	0.3812000326
679	0.3808106202
680	0.3807458714
681	0.3803149476
682	0.37983441
683	0.3791533415
684	0.3788404996
685	0.3785658128
686	0.3782378028
687	0.3780268214
688	0.3775803799
689	0.3772942747
690	0.376913581
691	0.3767111804
692	0.3762213692
693	0.3759346774
694	0.3756226023
695	0.3751503588
696	0.3750807593
697	0.3748736816
698	0.3746764264
699	0.3743886135
700	0.3742695436
701	0.3738622657
702	0.3737744058
703	0.3736567496
704	0.3733935854
705	0.3732969084
706	0.373239266
707	0.3729215267
708	0.3724787766
709	0.3719780057
710	0.3717157757
711	0.3712685808
712	0.3710876268
713	0.3708697157
714	0.3705790142
715	0.3703900289
716	0.370269882
717	0.3697298443
718	0.3693851777
719	0.3690581589
720	0.3690116889
721	0.3684220185
722	0.3681632435
723	0.3678629032
724	0.367650088
725	0.3675369716
726	0.3674313923
727	0.3669046416
728	0.3666472213
729	0.3663645281
730	0.3659827993
731	0.3657513337
732	0.3656289795
733	0.3652906715
734	0.3649705342
735	0.3648819237
736	0.3647250062
737	0.3646579405
738	0.3642944724
739	0.3640392712
740	0.3639542256
741	0.3637007632
742	0.3634592181
743	0.3630052007
744	0.3629531683
745	0.3627528822
746	0.3625441175
747	0.3619883507
748	0.361614447
749	0.3613513199
750	0.3611244116
751	0.3608619444
752	0.3607424072
753	0.3604811842
754	0.3602258588
755	0.3599788268
756	0.359656415
757	0.3595834846
758	0.3593936976
759	0.3589517946
760	0.3586523614
761	0.3584941384
762	0.3583757142
763	0.3583174281
764	0.3579801363
765	0.3576446666
766	0.3574995151
767	0.3572424214
768	0.3571744976
769	0.3569435225
770	0.3566007095
771	0.3565027518
772	0.3564254856
773	0.3562318147
774	0.356098836
775	0.3558448666
776	0.3556145299
777	0.355458735
778	0.3551071151
779	0.3545553213
780	0.3544835161
781	0.354214177
782	0.3537930607
783	0.3535747674
784	0.3532984151
785	0.3527875471
786	0.3524003521
787	0.3523422763
788	0.3520679849
789	0.3517698199
790	0.3516729407
791	0.3516297671
792	0.3515284628
793	0.3513039445
794	0.3512457437
795	0.3509564826
796	0.3507278833
797	0.3504423361
798	0.3502111553
799	0.3499564029
800	0.3496864419
801	0.3496305605
802	0.3493722579
803	0.3490842383
804	0.3488410816
805	0.3487939018
806	0.3487134831
807	0.3484705682
808	0.3483450306
809	0.3479748236
810	0.3479315141
811	0.3477523114
812	0.3474177664
813	0.3469888594
814	0.3466945458
815	0.3463944432
816	0.3461137558
817	0.3458835092
818	0.3458352863
819	0.3457839193
820	0.3455443956
821	0.345178616
822	0.3451131612
823	0.3448478635
824	0.3446067783
825	0.3442260979
826	0.3441872822
827	0.3439304741
828	0.3436688555
829	0.3432815536
830	0.342883602
831	0.3426849452
832	0.3426241327
833	0.3424793448
834	0.3422816249
835	0.3420762567
836	0.3419226088
837	0.341769758
838	0.341529435
839	0.3414788149
840	0.3411413363
841	0.3410988021
842	0.3407716649
843	0.3405632872
844	0.340234022
845	0.3400279005
846	0.3400009728
847	0.3397748838
848	0.3394834975
849	0.3393437176
850	0.3390363818
851	0.3387818164
852	0.3386999913
853	0.3386563718
854	0.33843051
855	0.338150208
856	0.3380876691
857	0.3379876921
858	0.3377105237
859	0.3374788689
860	0.3373491376
861	0.3371554295
862	0.3369459756
863	0.336879508
864	0.336565083
865	0.336468324
866	0.3364111181
867	0.3361907742
868	0.3358728411
869	0.3356186793
870	0.3355539927
871	0.3353863589
872	0.3353481638
873	0.3350372934
874	0.3348872471
875	0.3348432574
876	0.3348072999
877	0.3342673042
878	0.3339639813
879	0.3336414425
880	0.3335831101
881	0.3334838511
882	0.3334548714
883	0.3332030292
884	0.3329158045
885	0.3326725849
886	0.3324326554
887	0.3321557436
888	0.3318585395
889	0.3317063064
890	0.3314397015
891	0.3311056871
892	0.3310713571
893	0.3307656806
894	0.3304503097
895	0.3303718831
896	0.3302310899
897	0.3301978537
898	0.3299969874
899	0.3299726223
900	0.32988663
901	0.3295398713
902	0.3292389953
903	0.3288059801
904	0.3286040539
905	0.328111535
906	0.3279023999
907	0.3276625402
908	0.327321091
909	0.3270583165
910	0.3270134235
911	0.3268494678
912	0.3268145464
913	0.3265893953
914	0.3261948936
915	0.3259234391
916	0.3256745274
917	0.3254778208
918	0.3252426115
919	0.3250035464
920	0.3245449157
921	0.3245097896
922	0.3242085335
923	0.3239562975
924	0.3237839145
925	0.3235493924
926	0.3233182035
927	0.3229921239
928	0.3228443149
929	0.3224594963
930	0.3223823262
931	0.3223522429
932	0.3221091707
933	0.3220476897
934	0.3217829902
935	0.3214703248
936	0.3214409115
937	0.3211609945
938	0.3207898937
939	0.3204696918
940	0.32025781
941	0.3201302757
942	0.3199503917
943	0.3197732776
944	0.3196064319
945	0.3193467354
946	0.3192740158
947	0.3188840137
948	0.3187348973
949	0.3184476269
950	0.3183185199
951	0.3182865559
952	0.3180256467
953	0.3177848185
954	0.3175781693
955	0.3174175607
956	0.3171863915
957	0.3167930406
958	0.3166863434
959	0.3164088649
960	0.3161354022
961	0.3156976015
962	0.3154119456
963	0.3151961948
964	0.3150052751
965	0.3148766348
966	0.3146665021
967	0.3143227775
968	0.3142025366
969	0.3141732733
970	0.31400501
971	0.3138559989
972	0.3135688841
973	0.3135263439
974	0.3132410646
975	0.3132112966
976	0.3130507169
977	0.3129451976
978	0.3126476644
979	0.3124417124
980	0.3122786373
981	0.3120718223
982	0.311925385
983	0.3117328271
984	0.3117080614
985	0.3114724713
986	0.3112896951
987	0.3111160266
988	0.3110282664
989	0.3108617116
990	0.3106489129
991	0.3104253855
992	0.3102795787
993	0.3099322629
994	0.3097152487
995	0.3094655897
996	0.3090999048
997	0.3089010352
998	0.3086062964
999	0.308456565
